"","wrf","collection_num","cq_sample","sd_sample","cq_control","sd_control","date","cq_change"
"1","C",20,18.8905939120791,0.0697656054535064,17.6747243240944,0.140061908792057,2020-09-29,1.21586958798463
"2","C",21,18.5482511069085,0.211484520316175,17.3239003325365,0.037622653421365,2020-10-06,1.22435077437198
"3","C",22,17.1632199011387,0.458107825910386,17.3787577691277,0.610124669036608,2020-10-13,-0.215537867989028
"4","C",24,16.0166682833566,0.109785256044289,15.2313939517015,0.0789424329255175,2020-10-27,0.785274331655122
"5","C",25,16.6788692872048,0.0323785741672045,16.5567672651754,0.0726404231358725,2020-11-02,0.122102022029466
"6","C",26,16.8260051161517,0.0739705170548527,16.6893759539608,0.0489912797539225,2020-11-04,0.136629162190911
"7","C",27,17.5825059291377,0.0219721463562856,16.7843336233787,0.0598599603171275,2020-11-09,0.798172305759
"8","C",29,18.4591557758349,0.135333604921368,17.5014047464025,0.179270482847375,2020-11-16,0.957751029432373
"9","C",30,17.9709769862485,0.0435380338800922,16.9317362586594,0.056170877716238,2020-11-18,1.03924072758908
"10","C",31,17.0069946686787,0.0526458797234852,16.6691943952903,0.0826058735430397,2020-11-23,0.337800273388357
"11","C",32,16.5766422746759,0.0792096227320991,16.2707986279557,0.024017309341086,2020-11-25,0.305843646720252
"12","C",33,16.8708244084278,0.0957864353739399,16.5369709044349,0.05323386162699,2020-11-30,0.333853503992898
"13","C",34,16.9339017656613,0.0328962899418545,16.6655955553555,0.155154310794547,2020-12-02,0.268306210305759
"14","C",35,17.4404323512896,0.0788966561692294,17.1401576511227,0.00593763697260446,2020-12-07,0.300274700166888
"15","C",36,17.1679530398865,0.0675859614262511,17.2085359573358,0.135109305452811,2020-12-09,-0.0405829174493384
"16","C",37,17.2145530774499,0.096015490680245,16.8707223491298,0.112712048611188,2020-12-14,0.343830728320096
"17","C",38,17.0041131608712,0.0829526640981405,16.8081137049517,0.0913902928528873,2020-12-16,0.195999455919583
"18","C",39,17.1605013477519,0.110490875449102,17.2013034213925,0.0894160896778908,2020-12-21,-0.0408020736405916
"19","C",48,19.6646869398155,0.146731142478496,19.3930592005366,0.126707904518342,2021-01-27,0.271627739278912
"20","C",49,15.3316335131268,0.34451030718806,16.2661266706931,0.648637172219446,2021-02-01,-0.934493157566319
"21","C",50,15.8152862548779,0.314421835164291,16.4669437266386,1.32608177217522,2021-02-03,-0.651657471760648
"22","C",51,16.2502791790694,1.63400256881896,14.0885928155799,0.0235028098906626,2021-02-08,2.16168636348947
"23","C",52,17.6223322449745,2.00323079092734,13.6055228392799,0.477093715308166,2021-02-10,4.01680940569457
"24","C",53,16.6098672776667,1.11187957851763,17.5122320623811,1.99547443830065,2021-02-15,-0.902364784714383
"25","C",54,13.8809557,0,18.0794819596941,13.4526021652223,2021-02-17,-4.19852625969409
"26","C",55,15.2080337708276,0.457409810167073,13.3258227604114,0.213754038308443,2021-02-22,1.88221101041614
"27","C",57,14.9540205610459,0.706940956364159,13.7796671078092,0.841865470893353,2021-03-01,1.17435345323666
"28","C",58,18.8470092073983,0.664903988963253,16.8891858560274,3.18077484677705,2021-03-03,1.95782335137089
"29","C",59,18.179325368351,2.01959677244094,14.1212530716968,0.475551739131166,2021-03-08,4.05807229665418
"30","C",60,16.9957948177004,0.821579335239199,14.944818380838,0.461021506257175,2021-03-10,2.05097643686245
"31","C",61,17.2693034255672,1.00354782995954,17.1034227144552,1.31606617413748,2021-03-15,0.165880711112035
"32","C",63,18.6919690336711,0.956498491541495,15.2103056710344,0.505662073891637,2021-03-22,3.48166336263669
"33","C",64,19.4578524962942,0.100981893581682,17.0359891838211,1.65360946880882,2021-03-24,2.42186331247311
"34","C",67,19.9516079843787,0.0658517740521389,13.4445322734359,0.987746130794429,2021-04-05,6.50707571094277
"35","C",68,19.0541876003053,1.63034573986043,17.8970583844566,2.42795001710349,2021-04-07,1.15712921584866
"36","C",69,17.6901890824026,0.291316255132915,14.3774977996357,0.764346156164662,2021-04-12,3.3126912827669
"37","C",70,18.7808328231819,0.123690009825229,12.7788346489924,0.460033129460858,2021-04-14,6.00199817418943
"38","C",71,18.1289751178459,0.191394048903605,14.9265195069673,2.97047286816072,2021-04-19,3.20245561087854
"39","C",72,19.9456170541368,0.0399763467227678,18.2964812960245,1.67598561911308,2021-04-21,1.64913575811233
"40","C",74,19.4608342677777,0.161064027427923,18.0971201668431,1.45189767474226,2021-04-28,1.36371410093461
"41","C",75,17.1674510334501,0.623950587529696,12.4848724982148,5.98714682153496,2021-05-03,4.68257853523531
"42","C",77,17.4928992125415,2.0137859161789,16.7036753349229,2.10334485853552,2021-05-10,0.789223877618586
"43","C",78,18.9655558301414,0.149974411135707,19.2438286469931,0.0116466387157512,2021-05-12,-0.278272816851661
"44","C",79,16.8163838904903,1.8933210316431,14.5599930952628,0.822147967424092,2021-05-17,2.25639079522754
"45","C",80,18.4898037861569,0.174877200019647,18.3446276531567,0.0460146195256533,2021-05-19,0.14517613300027
"46","C",87,19.575731429276,0.138348965206145,18.8107986383607,0.134660367607424,2021-06-14,0.764932790915321
"47","C",88,19.0913298610221,0.136596010357607,18.8678237813156,0.110898523698087,2021-06-16,0.223506079706485
"48","C",89,18.9024449768736,0.109160973134746,18.8735331909288,0.148806339289245,2021-06-21,0.0289117859447536
"49","C",90,20.1337767739656,0.243418642210238,16.87289238,0,2021-06-23,3.26088439396556
"50","C",91,18.6573555374501,0.155154165681545,16.546905214148,3.25796891282648,2021-06-28,2.11045032330205
"51","B",10,15.6158313576896,0.0872847206282429,16.4553688856531,0.0490699924041814,2020-07-21,-0.83953752796352
"52","B",14,17.8224392670055,0.0458432894962196,17.7664060772383,0.0563051699714358,2020-08-18,0.0560331897672945
"53","B",16,18.9609975581865,0.0265755840174838,19.9652724459916,0.0134046124975497,2020-09-01,-1.00427488780518
"54","B",17,18.3896408737241,0.235839409977045,18.8718992078491,0.0971973002762747,2020-09-08,-0.482258334124964
"55","B",18,19.9055125981576,0.97252188793358,17.5451996777042,1.15877663805825,2020-09-15,2.36031292045336
"56","B",19,22.8686015282142,0.257901952346441,18.9856405189342,0.289453777519367,2020-09-22,3.88296100928002
"57","B",20,18.8180221065057,0.765331729886979,17.6747243240944,0.140061908792057,2020-09-29,1.1432977824113
"58","B",21,18.8193120506036,0.0991903579464903,17.3239003325365,0.037622653421365,2020-10-06,1.49541171806706
"59","B",22,17.3440875856101,0.945550945968294,17.3787577691277,0.610124669036608,2020-10-13,-0.0346701835176439
"60","B",24,16.0202589471506,0.159195348028345,15.2313939517015,0.0789424329255175,2020-10-27,0.788864995449101
"61","B",25,16.6492235105292,0.0789079718419382,16.5567672651754,0.0726404231358725,2020-11-02,0.0924562453537909
"62","B",26,16.8446700881414,0.0912855065234751,16.6893759539608,0.0489912797539225,2020-11-04,0.155294134180579
"63","B",27,17.7778452300724,0.0227304809735921,16.7843336233787,0.0598599603171275,2020-11-09,0.993511606693769
"64","B",29,17.4386577613795,0.148227155647131,17.5014047464025,0.179270482847375,2020-11-16,-0.0627469850230149
"65","B",30,17.8891203139254,0.0411815203447704,16.9317362586594,0.056170877716238,2020-11-18,0.957384055266001
"66","B",31,16.9573433074744,0.0982877337234133,16.6691943952903,0.0826058735430397,2020-11-23,0.288148912184084
"67","B",32,16.5262289651442,0.0672844647771558,16.2707986279557,0.024017309341086,2020-11-25,0.255430337188535
"68","B",33,16.4027272584153,0.0267002429258701,16.5369709044349,0.05323386162699,2020-11-30,-0.134243646019574
"69","B",34,16.7725153574056,0.0954897034752266,16.6655955553555,0.155154310794547,2020-12-02,0.106919802050111
"70","B",35,17.3653103165878,0.181565259934564,17.1401576511227,0.00593763697260446,2020-12-07,0.225152665465107
"71","B",36,17.1468047260893,0.0492229899575797,17.2085359573358,0.135109305452811,2020-12-09,-0.0617312312465721
"72","B",37,16.8781426442352,0.137242382811995,16.8707223491298,0.112712048611188,2020-12-14,0.007420295105387
"73","B",39,17.240298118534,0.0396046877775519,17.2013034213925,0.0894160896778908,2020-12-21,0.0389946971415434
"74","B",48,19.0258774336956,0.4228995584729,19.3930592005366,0.126707904518342,2021-01-27,-0.36718176684095
"75","B",49,15.8303421172236,0.852942840380239,16.2661266706931,0.648637172219446,2021-02-01,-0.435784553469565
"76","B",50,15.4257785577061,0.240532350998577,16.4669437266386,1.32608177217522,2021-02-03,-1.04116516893247
"77","B",51,17.3559933644425,0.659086354012915,14.0885928155799,0.0235028098906626,2021-02-08,3.26740054886257
"78","B",52,18.8083464324944,0.238376773665561,13.6055228392799,0.477093715308166,2021-02-10,5.20282359321448
"79","B",53,19.1076322829527,0.254165448070042,17.5122320623811,1.99547443830065,2021-02-15,1.59540022057165
"80","B",54,14.23423481,0,18.0794819596941,13.4526021652223,2021-02-17,-3.84524714969409
"81","B",55,16.6914837092591,1.38365634344724,13.3258227604114,0.213754038308443,2021-02-22,3.36566094884766
"82","B",57,15.4470762466141,1.85263270312708,13.7796671078092,0.841865470893353,2021-03-01,1.66740913880483
"83","B",58,18.9660690135178,0.764234207240977,16.8891858560274,3.18077484677705,2021-03-03,2.0768831574904
"84","B",59,17.0899076804176,2.00897523304582,14.1212530716968,0.475551739131166,2021-03-08,2.96865460872078
"85","B",60,17.7973339801065,0.0796642751807467,14.944818380838,0.461021506257175,2021-03-10,2.85251559926856
"86","B",61,18.6394997886188,0.0929051676472806,17.1034227144552,1.31606617413748,2021-03-15,1.53607707416366
"87","B",63,19.7104594284706,0.0724836727131734,15.2103056710344,0.505662073891637,2021-03-22,4.50015375743619
"88","B",64,20.0059813770885,0.212183197778863,17.0359891838211,1.65360946880882,2021-03-24,2.9699921932674
"89","B",67,18.8560767461636,0.121819398128045,13.4445322734359,0.987746130794429,2021-04-05,5.41154447272768
"90","B",68,17.7326656077299,1.68322649461606,17.8970583844566,2.42795001710349,2021-04-07,-0.164392776726693
"91","B",69,16.337588605468,2.30724347346416,14.3774977996357,0.764346156164662,2021-04-12,1.96009080583225
"92","B",70,19.0675590575648,0.112178267825859,12.7788346489924,0.460033129460858,2021-04-14,6.28872440857232
"93","B",71,18.5012181468522,0.176516885172223,14.9265195069673,2.97047286816072,2021-04-19,3.5746986398848
"94","B",72,19.5013715821076,0.0593699027450999,18.2964812960245,1.67598561911308,2021-04-21,1.20489028608306
"95","B",74,18.8331554000718,0.0858602639227839,18.0971201668431,1.45189767474226,2021-04-28,0.736035233228666
"96","B",75,15.9114932627675,0.107129580887554,12.4848724982148,5.98714682153496,2021-05-03,3.42662076455265
"97","B",77,19.2095588767564,0.105159936488834,16.7036753349229,2.10334485853552,2021-05-10,2.50588354183349
"98","B",78,18.9183717428175,0.137118747698602,19.2438286469931,0.0116466387157512,2021-05-12,-0.325456904175571
"99","B",79,18.2931013151733,2.2068857016637,14.5599930952628,0.822147967424092,2021-05-17,3.73310821991055
"100","B",80,18.7562137092728,0.115602671233646,18.3446276531567,0.0460146195256533,2021-05-19,0.411586056116136
"101","B",87,19.7228140055353,0.058165304161611,18.8107986383607,0.134660367607424,2021-06-14,0.912015367174639
"102","B",88,19.0896638978551,0.153232921689306,18.8678237813156,0.110898523698087,2021-06-16,0.221840116539454
"103","B",89,19.1083053246289,0.168724888253347,18.8735331909288,0.148806339289245,2021-06-21,0.234772133700051
"104","B",90,20.2157845679637,0.165026831817286,16.87289238,0,2021-06-23,3.34289218796365
"105","B",91,19.0466751185571,0.0993815660253804,16.546905214148,3.25796891282648,2021-06-28,2.49976990440912
"106","A",10,15.2380990852201,0.103048132114205,16.4553688856531,0.0490699924041814,2020-07-21,-1.21726980043297
"107","A",12,18.3892000425999,0.232215508446757,19.080745716436,1.13770885205852,2020-08-04,-0.691545673836099
"108","A",14,17.5343175688389,0.0278205795936328,17.7664060772383,0.0563051699714358,2020-08-18,-0.232088508399311
"109","A",16,19.2417446400324,0.0585636615744109,19.9652724459916,0.0134046124975497,2020-09-01,-0.723527805959197
"110","A",17,19.1805251014967,0.405645376924928,18.8718992078491,0.0971973002762747,2020-09-08,0.308625893647594
"111","A",18,18.9239263934882,0.497459544651758,17.5451996777042,1.15877663805825,2020-09-15,1.378726715784
"112","A",19,19.0491304337593,0.267149633640122,18.9856405189342,0.289453777519367,2020-09-22,0.0634899148250554
"113","A",20,18.8920208903206,0.0907162377714746,17.6747243240944,0.140061908792057,2020-09-29,1.21729656622619
"114","A",21,18.9792660573157,0.556867152463901,17.3239003325365,0.037622653421365,2020-10-06,1.65536572477917
"115","A",22,18.3453626065009,1.46831661046609,17.3787577691277,0.610124669036608,2020-10-13,0.966604837373193
"116","A",24,15.9545143022095,0.113450167384538,15.2313939517015,0.0789424329255175,2020-10-27,0.72312035050796
"117","A",25,16.6231684767795,0.0900515492582185,16.5567672651754,0.0726404231358725,2020-11-02,0.0664012116041484
"118","A",26,16.6561466885545,0.0449128070357233,16.6893759539608,0.0489912797539225,2020-11-04,-0.0332292654062982
"119","A",27,17.0930711610479,0.0136521180342623,16.7843336233787,0.0598599603171275,2020-11-09,0.308737537669266
"120","A",29,17.7125965340695,0.159130359318019,17.5014047464025,0.179270482847375,2020-11-16,0.211191787667005
"121","A",30,18.3357164204989,0.0624938608047634,16.9317362586594,0.056170877716238,2020-11-18,1.40398016183945
"122","A",31,17.2881495474559,0.108152797884834,16.6691943952903,0.0826058735430397,2020-11-23,0.61895515216564
"123","A",32,16.7822339112641,0.11546861448062,16.2707986279557,0.024017309341086,2020-11-25,0.511435283308405
"124","A",33,16.3765726220116,0.0293026030075563,16.5369709044349,0.05323386162699,2020-11-30,-0.160398282423348
"125","A",34,16.7815088223593,0.0493194871749636,16.6655955553555,0.155154310794547,2020-12-02,0.115913267003808
"126","A",35,17.4516682911788,0.105232538798207,17.1401576511227,0.00593763697260446,2020-12-07,0.311510640056149
"127","A",36,17.5977405747682,0.0489667434485969,17.2085359573358,0.135109305452811,2020-12-09,0.389204617432402
"128","A",37,17.0656472958288,0.141334555676668,16.8707223491298,0.112712048611188,2020-12-14,0.194924946698958
"129","A",38,16.8602623116198,0.0881990427669279,16.8081137049517,0.0913902928528873,2020-12-16,0.0521486066681476
"130","A",39,16.9802240490209,0.0283945561736786,17.2013034213925,0.0894160896778908,2020-12-21,-0.221079372371566
"131","A",48,19.1940467537726,0.198524462325355,19.3930592005366,0.126707904518342,2021-01-27,-0.199012446763994
"132","A",49,15.7541259426728,0.210528874700036,16.2661266706931,0.648637172219446,2021-02-01,-0.512000728020316
"133","A",50,14.8642564850655,0.490325600946473,16.4669437266386,1.32608177217522,2021-02-03,-1.60268724157309
"134","A",51,18.7281685209244,1.27889675850034,14.0885928155799,0.0235028098906626,2021-02-08,4.63957570534444
"135","A",52,18.0790109100516,1.91894524247779,13.6055228392799,0.477093715308166,2021-02-10,4.47348807077163
"136","A",53,18.3910439087322,0.294637249356733,17.5122320623811,1.99547443830065,2021-02-15,0.878811846351145
"137","A",54,13.4388361,0,18.0794819596941,13.4526021652223,2021-02-17,-4.64064585969409
"138","A",55,17.5765654384601,1.08758005291912,13.3258227604114,0.213754038308443,2021-02-22,4.25074267804866
"139","A",57,18.3683045632713,0.100705465808652,13.7796671078092,0.841865470893353,2021-03-01,4.58863745546207
"140","A",58,18.7882407607448,0.296916249820221,16.8891858560274,3.18077484677705,2021-03-03,1.89905490471738
"141","A",59,15.8435569180348,0.89139597747612,14.1212530716968,0.475551739131166,2021-03-08,1.72230384633803
"142","A",60,16.2201832930763,1.49093519040566,14.944818380838,0.461021506257175,2021-03-10,1.27536491223837
"143","A",61,18.5317024304551,0.308375769840466,17.1034227144552,1.31606617413748,2021-03-15,1.42827971599992
"144","A",63,19.5912565411339,0.156383811219461,15.2103056710344,0.505662073891637,2021-03-22,4.38095087009953
"145","A",64,18.6591143401439,1.29927431348814,17.0359891838211,1.65360946880882,2021-03-24,1.62312515632279
"146","A",67,14.7256511685483,3.21597714248414,13.4445322734359,0.987746130794429,2021-04-05,1.28111889511237
"147","A",68,17.1704082517992,2.01950202531536,17.8970583844566,2.42795001710349,2021-04-07,-0.726650132657369
"148","A",69,15.2943612126376,2.25581689849072,14.3774977996357,0.764346156164662,2021-04-12,0.916863413001874
"149","A",70,19.631350663372,0.342843457184866,12.7788346489924,0.460033129460858,2021-04-14,6.85251601437954
"150","A",71,16.6452395616087,2.69176402650043,14.9265195069673,2.97047286816072,2021-04-19,1.71872005464137
"151","A",72,19.4601930928314,0.0979257435794444,18.2964812960245,1.67598561911308,2021-04-21,1.16371179680687
"152","A",74,18.2821154162073,1.23457360891094,18.0971201668431,1.45189767474226,2021-04-28,0.184995249364224
"153","A",75,7.98571501133659,5.97760886164644,12.4848724982148,5.98714682153496,2021-05-03,-4.49915748687823
"154","A",77,18.3948193948989,1.4326551954152,16.7036753349229,2.10334485853552,2021-05-10,1.69114405997599
"155","A",78,18.9803737858827,0.0362944737672741,19.2438286469931,0.0116466387157512,2021-05-12,-0.263454861110375
"156","A",79,17.79349229953,1.75940050959896,14.5599930952628,0.822147967424092,2021-05-17,3.23349920426723
"157","A",80,18.6805784542871,0.0535801753099808,18.3446276531567,0.0460146195256533,2021-05-19,0.335950801130402
"158","A",87,19.6698602329128,0.0621372477611925,18.8107986383607,0.134660367607424,2021-06-14,0.85906159455218
"159","A",88,19.2272085541378,0.0991096593059763,18.8678237813156,0.110898523698087,2021-06-16,0.359384772822178
"160","A",89,19.2627024469759,0.242723276959168,18.8735331909288,0.148806339289245,2021-06-21,0.389169256047143
"161","A",90,20.2810817873776,0.0939500043083515,16.87289238,0,2021-06-23,3.40818940737761
"162","A",91,18.3662821361459,1.53679279837038,16.546905214148,3.25796891282648,2021-06-28,1.81937692199784
